target_root_id,session,scan_idx,replicate,train_trial_mask_sha256,test_trial_mask_sha256,train_stimulus_ids_sha256,test_stimulus_ids_sha256,n_train_trials,n_test_trials,inner_identity_disjoint
864691135060651419,9,4,0,9df7c21b3c97cb3bb8b480c650345ee74a4c8ae423bf66964e157545ce5855ab,c3e8449fe240974fdd307f9f58cbc05d3a20c80feb37c7697245ff4f7a5a549a,2edefed137d10a345b4735eaeecd44a22b9d7f305cdd0d557ae4755bc158058d,d7cba87385cee59f3f23ac557eb7fe9de03314a14267f2329e3da181be4e4b12,360,104,True
864691135060651419,9,4,1,3afc9b783b45b06b1853854c9e45c789bea9168a8b88f55e28a3c853f933161d,0f56523dd0d5d29f0f889cf003da7bfe646dc7159fcc6d2a332d05bf81ae98b1,1f6827e276e564aae24e2a8a78b8e779ce9894ee3214107efed5d48527ce7de7,3c6b4bbe56d0176c01f4fc20bcaebe6713e6b531655999f367ca58ec3d2f4202,373,91,True
864691135060651419,9,4,2,4d245f7261efc4cd5baec7e840e67afa497b8aa3b24a20452d5c6425410da026,cca57e3b733352d5be22855b5aa232d591aedf3cdb94b27fd04116c9c1128faa,f954fb9f1e8bedf89925e4d6ea6ae4d078e7b066a260391e88b4e6a069e82bba,3b9e6aaccae218c1eb3163346ba5effa6254a561a54f5bbd3f18391a77d684f1,362,102,True
864691135060651419,9,4,3,2fcfe39d514a510a496c908a80a57b5ba00ab7713c10c02cc283ed79cc4654bd,5d6592cf3f0919f5506f9bfa501d92efc3e9a09062b46e64647d7244c2080146,00daf25a1e55e8a5f38d119dde8994992e7e9265313aa3c224d8a3fbb65434b1,fcb941fff6c9ece480ffb5e4973d258529128aaa5814859ced8c57b5fd6150de,375,89,True
864691135060651419,9,4,4,d6a8645641038507e49afc558462e00be43744095c17f8b4d873c8fa91cfd3b0,9bb95e98a4a4ba486aa4ed8caff353b6752bbf5a3699d6e6199a672223a38c05,f14bc92d536af755e2835d6da79ccf046416faaca54ded3e5592cffdda8f10c1,026fae2d93bf5a69eed994990ef92f882d151f39e231fc28ac7aaad4bd49bd40,377,87,True
864691135060651419,9,4,5,5928b937e893a456d1a5a349a58f20505d78d7cc6b848f349e8292d510d2123c,c94ae472c3dd4bafad0ea57e99ae82748d268408912e14a9912b88c99561a56f,685106a2380f685f98184907ffdff454bd82ec42a9f7700268cf197fba04c33c,080382986a79c856fd98934de02ef6505dda74fd4bbb26aac501ce272407b2a3,375,89,True
864691135060651419,9,4,6,47ebce0d6c576280f738c4afc677d259b33b5ccc1b50e12a9fdacca2c0920683,1b8b422120bb851b7a2b20c4dc797817a059cde9fc2ad076d43187669e1fc3b9,f31751a98c0aa7ea93b297e05b53ca80069d6b11f0eaf4ef9c03edac16e3b7df,68ca9895f259dfda0d26d53b563699d59753f1e3ef329edc271c9f09a7a33063,368,96,True
864691135060651419,9,4,7,bc913c5eb14235752b2c3431940e85de7a1b0a0af1d0d3d5df1c5fa8c57ea75a,a71f0f041cd9d6b82e0c8c2361c42c5fa01a27c078eef47ee390d28df9213e26,97594829d5f52f1b957c28bef61e6f04daca57ead05796464a03d07442c974e2,c400ed0674acd19adc39bfbfde9c6cb27bf350cf86f2a19f748069f67320be4f,355,109,True
864691135060651419,9,4,8,3fea1f9b3be2c70006a59e2ee15aecf10c25602d281eccddd1b058424185077b,1a6652e104d2e97de034bc2fb1797b45e98fd948ca1c06da2b32876a974b0c0d,909e66c62d75aa006286a741b82dc61f0a59eb7abf5e50927817266b1539e8e5,38c533c494e6c3ac692745cced0dff1f23b2fe84b8f74fc5a81108595247f01d,374,90,True
864691135060651419,9,4,9,a67f7413c72ff7c74378185a31450027c16889fb1200f1fba292330a7e0fe7e3,2669a345909e2b2f9b0373154a9ee6d80f6008741c230a5e07d4c8f9372c4698,1197cc5454d0f33e981774e6578810952ec1fa4fc7855f67e604850479ef03b6,b9c4e5833634524d33ca6984dce355b2f95740b11a8577b484edddd15797a884,366,98,True
