architecture,seed,rule,mode,key,config,config_sha256,result_dir,study,source_commit,test_accuracy,valid_accuracy,train_accuracy,epochs,best_epoch,reached_budget,last10_valid_slope,wall_seconds,median_epoch_seconds,final_sha256,calibration_or_fallback_messages,hierarchy,depth,placement,archived_aligned_accuracy,replay_difference_pp,feedback
shunting,22602,neuron,per_soma_shared,shunting_22602_neuron,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/configs/fashion/shunting_22602_neuron.yaml,3ecd3979f36a7e6896f7e81f0d585622972cbceeeba691569e6925fc8b076149,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/results/fashion/shunting_22602_neuron,fashion,e516c7fec3169253ff8c14bc5f4ab1325469e4f5,0.8841999769210815,0.8881666660308838,0.9271458387374878,180,128,True,0.00038413075533779914,234.14988541603088,,801d7d050e62f560a46d17b345109de5ff140dd60c21354c0cfe9508dd6b5342,,,,,,,neuron indexed
shunting,22602,exact,path_transport,shunting_22602_exact,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/configs/fashion/shunting_22602_exact.yaml,1265163ce950bde987648f2b360ab9125e745c827224dd01fb130c7914913b4e,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/results/fashion/shunting_22602_exact,fashion,e516c7fec3169253ff8c14bc5f4ab1325469e4f5,0.8824999928474426,0.8888333439826965,0.9263749718666077,180,81,True,0.002136980237382825,239.9735918045044,,2c2af7be8ff90932c1ab48536b10aed5fefa89c64887b7f18fc33f2e7bba0389,,,,,,,exact path
shunting,22603,strict_scalar,scalar,shunting_22603_strict_scalar,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/configs/fashion/shunting_22603_strict_scalar.yaml,07c56c2fa99a123b4355642ac63568d63d527f1435e2bcb3987c5e4d9f72b5bc,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/results/fashion/shunting_22603_strict_scalar,fashion,e516c7fec3169253ff8c14bc5f4ab1325469e4f5,0.828499972820282,0.8305833339691162,0.8441874980926514,180,140,True,-0.005383309310373615,285.70835876464844,,44864d6b66cb2317cc552dd6bdfa754b75ee89f40950ab5c727c1a104eae3436,,,,,,,strict scalar
shunting,22603,scalar_fallback,per_soma,shunting_22603_scalar_fallback,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/configs/fashion/shunting_22603_scalar_fallback.yaml,143925222c9d850a5a89a55995333ae2c79e4733642eb256b8b2a41623735080,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/results/fashion/shunting_22603_scalar_fallback,fashion,e516c7fec3169253ff8c14bc5f4ab1325469e4f5,0.8445999622344971,0.8522499799728394,0.8726666569709778,180,171,True,0.000327036443864468,231.75468468666077,,bdf1d68c4ac08d09b2f69ed925fd65f37b94830fe6d5932ac453cb964aba79cf,"INFO setup_utils.py:969  Exact run-directory mode - using manifest path: /n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/results/fashion/shunting_22603_scalar_fallback | INFO logging_config.py:73  Log file set to /n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/results/fashion/shunting_22603_scalar_fallback/dendritic_modeling.log. | INFO setup_utils.py:994  Logging to /n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/results/fashion/shunting_22603_scalar_fallback/train.log | INFO init_diagnostics.py:177  Post-build gate diagnostic clean (3 reactivation modules, written to /n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/results/fashion/shunting_22603_scalar_fallback/init_gate_stats.json).",,,,,,scalar fallback
shunting,22603,neuron,per_soma_shared,shunting_22603_neuron,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/configs/fashion/shunting_22603_neuron.yaml,f1c94c96151a182f7277d3014eb906d82281bfd9c7951935ec51573191812daf,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/results/fashion/shunting_22603_neuron,fashion,e516c7fec3169253ff8c14bc5f4ab1325469e4f5,0.8837999701499939,0.8939999938011169,0.926812469959259,180,133,True,0.00047756523508013586,233.16038036346436,,c3450a5b60899e2e66df81e67ab3fadfeee0730c8a1e25a20b363a331b23e059,,,,,,,neuron indexed
shunting,22603,exact,path_transport,shunting_22603_exact,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/configs/fashion/shunting_22603_exact.yaml,af4bf75fd9cdfe558a0c2147d95acf9c1b1c5c45d4f75658013b340504152efa,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/results/fashion/shunting_22603_exact,fashion,e516c7fec3169253ff8c14bc5f4ab1325469e4f5,0.87909996509552,0.890583336353302,0.9238749742507935,180,83,True,0.0022304322088607526,240.63263082504272,,ae6327c7c1f8e580ecc1d593f2e35c6a9e8ba9959e76c8c5a1d8b90415766333,,,,,,,exact path
shunting,22604,strict_scalar,scalar,shunting_22604_strict_scalar,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/configs/fashion/shunting_22604_strict_scalar.yaml,da03d451fe2dc51f543b84c57a36fcee91424e2d8a10b6ac1879dd54ea0d6be2,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/results/fashion/shunting_22604_strict_scalar,fashion,e516c7fec3169253ff8c14bc5f4ab1325469e4f5,0.8253999948501587,0.8376666307449341,0.8491041660308838,180,116,True,-0.0005078971766462128,278.15234184265137,,ffdb3b307a6f5f562eb61550828431443214db9045a8589d66bb401b606a49e1,,,,,,,strict scalar
shunting,22604,scalar_fallback,per_soma,shunting_22604_scalar_fallback,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/configs/fashion/shunting_22604_scalar_fallback.yaml,6b50e7014cb71aaa8260756dfd20d36930bfd97fa5a222ffc8a21552dd204c28,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/results/fashion/shunting_22604_scalar_fallback,fashion,e516c7fec3169253ff8c14bc5f4ab1325469e4f5,0.8463999629020691,0.8588333129882812,0.8770208358764648,180,169,True,0.00011530025655571557,230.99324440956116,,ed26ce43b62d4cf74b854568ac446ae02d99f7428015e869a51b210ffb1b2d11,"INFO setup_utils.py:969  Exact run-directory mode - using manifest path: /n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/results/fashion/shunting_22604_scalar_fallback | INFO logging_config.py:73  Log file set to /n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/results/fashion/shunting_22604_scalar_fallback/dendritic_modeling.log. | INFO setup_utils.py:994  Logging to /n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/results/fashion/shunting_22604_scalar_fallback/train.log | INFO init_diagnostics.py:177  Post-build gate diagnostic clean (3 reactivation modules, written to /n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/results/fashion/shunting_22604_scalar_fallback/init_gate_stats.json).",,,,,,scalar fallback
shunting,22604,neuron,per_soma_shared,shunting_22604_neuron,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/configs/fashion/shunting_22604_neuron.yaml,2242ac524a1859b3517bdf3fc1009cf09bb79027baf60a7f303b3d3f9c7352da,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/results/fashion/shunting_22604_neuron,fashion,e516c7fec3169253ff8c14bc5f4ab1325469e4f5,0.8845999836921692,0.8919166326522827,0.9213333129882812,180,114,True,0.00020100998685817795,231.7063980102539,,7e97a9f087a8cbdcbf6ad543f10e4b516a2030c5f6a9e4d4ece0cd2175b82ab8,,,,,,,neuron indexed
shunting,22604,exact,path_transport,shunting_22604_exact,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/configs/fashion/shunting_22604_exact.yaml,1b17bcc39bb876dbf70f0383d3a3926accb5ec9838b8f844939f70fe64ef7e5e,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/results/fashion/shunting_22604_exact,fashion,e516c7fec3169253ff8c14bc5f4ab1325469e4f5,0.8847999572753906,0.8930000066757202,0.9228333234786987,180,77,True,0.00268280303213333,240.34600400924683,,20bdba2af508a6834d8f1beca72281d4e614fdc98f9830e2451b158f482cb599,,,,,,,exact path
shunting,22605,strict_scalar,scalar,shunting_22605_strict_scalar,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/configs/fashion/shunting_22605_strict_scalar.yaml,f2e81aa13ea74eeb7d902d8ec66ab58e7bdbc877494720fe4a0acc27c52fa16d,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/results/fashion/shunting_22605_strict_scalar,fashion,e516c7fec3169253ff8c14bc5f4ab1325469e4f5,0.8204999566078186,0.8293333053588867,0.840749979019165,180,157,True,-0.0016734304640028288,279.7157599925995,,2a7313079a850b3141cd61278f67f70e333fa408fe17190a94f2bb63438ac810,,,,,,,strict scalar
shunting,22605,scalar_fallback,per_soma,shunting_22605_scalar_fallback,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/configs/fashion/shunting_22605_scalar_fallback.yaml,765694cbae20678eb499696756f9e04c799bd259c24b960958600b7f8c43f406,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/results/fashion/shunting_22605_scalar_fallback,fashion,e516c7fec3169253ff8c14bc5f4ab1325469e4f5,0.842199981212616,0.8476666808128357,0.8667708039283752,180,147,True,0.0003625147024790506,232.7005639076233,,24fb2b73020fac9823ea2d953cd37dcffb0da193ab70ddadc6e245792f8d3704,"INFO setup_utils.py:969  Exact run-directory mode - using manifest path: /n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/results/fashion/shunting_22605_scalar_fallback | INFO logging_config.py:73  Log file set to /n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/results/fashion/shunting_22605_scalar_fallback/dendritic_modeling.log. | INFO setup_utils.py:994  Logging to /n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/results/fashion/shunting_22605_scalar_fallback/train.log | INFO init_diagnostics.py:177  Post-build gate diagnostic clean (3 reactivation modules, written to /n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/results/fashion/shunting_22605_scalar_fallback/init_gate_stats.json).",,,,,,scalar fallback
shunting,22605,neuron,per_soma_shared,shunting_22605_neuron,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/configs/fashion/shunting_22605_neuron.yaml,ac459518e85c1768e09900e3ec0338492a945d2474f8d0c44ba7224fbbe7eafb,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/results/fashion/shunting_22605_neuron,fashion,e516c7fec3169253ff8c14bc5f4ab1325469e4f5,0.8866999745368958,0.8880000114440918,0.9244791865348816,180,122,True,0.0003112198865775055,232.78390288352966,,2f07c9a3364541baa612425a229e7c1d77f8e341706d39b116c355b7fba292e7,,,,,,,neuron indexed
shunting,22605,exact,path_transport,shunting_22605_exact,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/configs/fashion/shunting_22605_exact.yaml,5d955c3f8425bd1a8ce62333fe2fb7707880ab1815f4c1adc8965fb97767a077,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/results/fashion/shunting_22605_exact,fashion,e516c7fec3169253ff8c14bc5f4ab1325469e4f5,0.8831999897956848,0.8895833492279053,0.9236457943916321,180,80,True,0.0023275837695959627,239.39478206634521,,3093415890957a7100d6db4763648a5ea6800b31cf2ab6812c9882310f6db302,,,,,,,exact path
shunting,22606,strict_scalar,scalar,shunting_22606_strict_scalar,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/configs/fashion/shunting_22606_strict_scalar.yaml,9e66bc960cf2e00e7bdfbc0c33170d33c82b58d156c4c402c79a0506ef1874fa,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/results/fashion/shunting_22606_strict_scalar,fashion,e516c7fec3169253ff8c14bc5f4ab1325469e4f5,0.8234999775886536,0.82791668176651,0.8477500081062317,180,165,True,0.0009778443302771165,279.29214429855347,,83574273d5ad0a1344b9205130fc12d34230efe0a724b7cfcb782e007475c37c,,,,,,,strict scalar
shunting,22606,scalar_fallback,per_soma,shunting_22606_scalar_fallback,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/configs/fashion/shunting_22606_scalar_fallback.yaml,548cc1473d3819a9f9cc3fc2c108f5892e872b57041dff0b5891070827ba478b,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/results/fashion/shunting_22606_scalar_fallback,fashion,e516c7fec3169253ff8c14bc5f4ab1325469e4f5,0.8432999849319458,0.8511666655540466,0.8777708411216736,180,179,True,-2.8848851329135845e-05,231.63524866104126,,8d320b12beeeb13e3ae2cfaa5e50a670d696bf4288cb4628977238d2db2e64bd,"INFO setup_utils.py:969  Exact run-directory mode - using manifest path: /n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/results/fashion/shunting_22606_scalar_fallback | INFO logging_config.py:73  Log file set to /n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/results/fashion/shunting_22606_scalar_fallback/dendritic_modeling.log. | INFO setup_utils.py:994  Logging to /n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/results/fashion/shunting_22606_scalar_fallback/train.log | INFO init_diagnostics.py:177  Post-build gate diagnostic clean (3 reactivation modules, written to /n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/results/fashion/shunting_22606_scalar_fallback/init_gate_stats.json).",,,,,,scalar fallback
shunting,22606,neuron,per_soma_shared,shunting_22606_neuron,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/configs/fashion/shunting_22606_neuron.yaml,5b8ccfd58f2b9c594aba39c05489e14519baa96ac52336eb70b17cfbda49634a,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/results/fashion/shunting_22606_neuron,fashion,e516c7fec3169253ff8c14bc5f4ab1325469e4f5,0.8823999762535095,0.8864166736602783,0.9211041331291199,180,109,True,0.0003767094477258735,234.06647562980652,,55214af230426a9110ebeb56fffb8604481c5927814d8b20eb2dc84f131c69d1,,,,,,,neuron indexed
shunting,22606,exact,path_transport,shunting_22606_exact,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/configs/fashion/shunting_22606_exact.yaml,fd14ccb280fddb3b3d346b69c506e87efd7fa9f67a9c40bf8052da62f2dc2d28,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/additional_figure_controls_20260922/results/fashion/shunting_22606_exact,fashion,e516c7fec3169253ff8c14bc5f4ab1325469e4f5,0.8811999559402466,0.8879166841506958,0.926854133605957,180,82,True,0.0026158341032086114,240.82220721244812,,9a07af77e51ff92f70e0ad35d811f4a75c740edffaea6fc565681858de7a2c1a,,,,,,,exact path
