segment_id,parent_segment_id,edge_length_um,mean_radius_um,x_um,y_um,z_um,n_skeleton_nodes,topological_depth,path_length_um,n_children,is_leaf,is_branchpoint,E_count,E_size,I_count,I_size,root_id,g_total,g_i,log_path_gain,log_update_gain,credit_domain_fraction
1507,1502,10.828641066757484,0.5764558581655755,675.976,493.24,814.24,5,5,60.30645561359986,2,False,True,5,31660.0,4,31880.0,864691135277186789,6.65854894387039,0.04777375500515501,-3.1985662544384184,-5.094467838956491,0.1747631402316678
1533,1507,49.17611261420469,0.5797951338203525,674.92,446.704,808.16,26,6,109.48256822780455,2,False,True,31,330860.0,24,190652.0,864691135277186789,5.541535470569627,0.2857014410051071,-4.152452108443989,-5.864723731553876,0.10795813945584314
1558,1533,43.948865460095725,0.488863809788443,684.992,406.168,819.2,25,7,153.43143368790027,2,False,True,32,216640.0,20,117996.0,864691135277186789,17.77364652701633,0.1768228354952406,-5.1515085818793045,-8.029225409916501,0.062305439891471186
1573,1558,23.689630648476946,0.3983112844456931,699.592,389.432,815.76,15,8,177.1210643363772,2,False,True,10,97696.0,7,33412.0,864691135277186789,4.272142107321553,0.0500695326923538,-7.107721121364161,-8.559836487291253,0.022456264203783424
1584,1573,26.32253250724646,0.4236154551505841,719.768,386.36,802.12,11,9,203.44359684362365,2,False,True,15,155200.0,7,38024.0,864691135277186789,2.5773905550064162,0.056980842544417,-7.620535539430971,-8.567313013753234,0.015374878808635434
1625,1584,77.57654951791373,0.2956240010670195,786.56,373.936,779.48,41,10,281.0201463615374,0,True,False,30,302212.0,19,62004.0,864691135277186789,1.6619625610529756,0.09291605725657563,-9.428327365013994,-9.936326534751274,0.008391679383267712
1647,1533,47.651209220959494,0.4112435211323595,650.888,434.968,775.32,22,7,157.13377744876405,2,False,True,32,328608.0,13,84440.0,864691135277186789,2.3278444930573543,0.12653751168868535,-5.578186569785425,-6.423129298908614,0.03646553611372157
1712,1647,108.33538765390652,0.3192515418317834,581.456,375.288,733.2,65,8,265.46916510267056,0,True,False,70,590256.0,26,71856.0,864691135277186789,2.6755106750352478,0.10767976598652504,-7.46432843350888,-8.448468702191745,0.016389948466804978
2152,1558,4.960938770110792,0.42579101722580154,683.672,401.624,820.08,4,8,158.39237245801107,2,False,True,1,5540.0,1,28352.0,864691135277186789,3.366136259490769,0.04248687270721941,-5.41084901594406,-6.6246145920254715,0.033833618987122865
2160,2152,21.733294997018984,0.40130349121748926,690.248,391.264,835.24,8,9,180.12566745503005,2,False,True,15,159188.0,5,37096.0,864691135277186789,2.006136524559244,0.055590188697340975,-5.601949981386968,-6.298160726716171,0.020576402734856898
2200,2160,67.29846010046614,0.30862651855311857,648.184,361.384,863.68,40,10,247.4241275554962,0,True,False,35,440892.0,12,40612.0,864691135277186789,1.732432292749349,0.06085908840242645,-6.9309602729592035,-7.4804866436132995,0.012242479804401109
2241,2152,85.31025109180251,0.3133698782914147,640.104,367.392,874.08,41,9,243.70262354981358,0,True,False,42,471896.0,13,52412.0,864691135277186789,2.086821749337079,0.07854197137171218,-7.464066717997412,-8.199708932448226,0.013103384161603443
2275,1647,81.74675031386313,0.2959658397421481,627.552,400.984,712.72,34,8,238.8805277626272,0,True,False,51,394380.0,11,60308.0,864691135277186789,1.858899966589847,0.09037451746709185,-7.334193200656453,-7.954178097614337,0.010950956663445264
2295,1584,30.22431842482182,0.3263635159552195,740.992,373.824,794.56,20,10,233.66791526844548,0,True,False,8,96288.0,7,25724.0,864691135277186789,0.6629248699501776,0.038548684873042895,-8.287862107512089,-7.8767684939692835,0.002673679484785784
2385,2160,44.20782429640816,0.29851775210057885,700.096,355.0,840.4,24,10,224.3334917514382,0,True,False,12,140944.0,4,15672.0,864691135277186789,0.8769825691329524,0.023485266262258133,-6.57732964328663,-6.446061480918097,0.003913666098617144
2427,1573,37.69364458057882,0.3260370956960279,711.84,365.336,807.6,22,9,214.81470891695602,0,True,False,13,157328.0,11,31720.0,864691135277186789,0.8814257678282611,0.04753398710048673,-8.503231585074785,-8.377017093185815,0.004368609234612598
2484,1507,16.10942537326334,0.39824648130845086,663.072,498.28,818.6,9,6,76.4158809868632,2,False,True,12,105164.0,4,15820.0,864691135277186789,4.942157449089183,0.023707051574076293,-3.787656066875693,-5.385458033321335,0.06592588092196626
2489,2484,7.7660227224764355,0.28487638603020266,659.88,503.872,819.64,5,7,84.18190370933964,2,False,True,4,47856.0,1,268.0,864691135277186789,12.25729279397026,0.00040161124031937086,-4.019031411663168,-6.525152501635249,0.04536247338899204
2492,2489,3.4700397722891982,0.31637898682636617,660.0,504.304,817.6,3,8,87.65194348162883,2,False,True,0,0.0,0,0.0,864691135277186789,1.4204412812225247,0.0,-4.1433628435903245,-4.494330428351477,
2526,2492,71.10072302659505,0.34475996470068315,656.488,466.336,852.44,34,9,158.75266650822388,0,True,False,57,675064.0,9,35576.0,864691135277186789,2.257954935954356,0.0533123936029923,-4.960657020525577,-5.77511652854918,0.018744856760109573
2570,2484,78.82417584525805,0.3328133493645558,601.768,472.88,805.16,44,7,155.24005683212124,0,True,False,66,635392.0,7,19416.0,864691135277186789,2.2580512276942946,0.029095835231495913,-6.025440069415014,-6.839942222083669,0.017643263492823705
2634,1489,25.337397929664576,0.45168256498774373,698.76,516.224,822.0,17,2,49.168055632201664,2,False,True,10,106420.0,7,38916.0,864691135277186789,1.8075885332988941,0.05831754861294267,-4.324302119385984,-4.91629577431546,0.04651504783289459
2684,2634,100.24305433014938,0.3369348967066443,766.088,514.76,876.92,50,3,149.41110996235105,0,True,False,85,896568.0,12,37212.0,864691135277186789,3.0431544286440433,0.05576402042822548,-5.772040027974519,-6.884934646416675,0.024895474704173116
2692,1491,26.074111860320752,0.4166730178537025,671.24,518.144,791.04,8,3,54.25556918063859,2,False,True,9,104488.0,7,28204.0,864691135277186789,1.6461753835047452,0.04226508739540125,-5.03718399853881,-5.535638646456953,0.03718815819447997
2724,2692,92.75987724033176,0.32008621689503514,701.008,541.208,716.08,32,4,147.01544642097036,0,True,False,77,710576.0,15,63576.0,864691135277186789,2.6051658351362907,0.0952717769199415,-6.416397987876908,-7.373894321377039,0.019730937121771593
2737,1502,34.502868094424365,0.36679267940219207,657.544,497.84,787.2,13,5,83.98068264126674,3,False,True,25,228876.0,3,13684.0,864691135277186789,5.460503187094948,0.02050615004675474,-5.2616181055334454,-6.959159049852495,0.019228567052409426
2759,2737,62.97421757520891,0.3041353537274967,675.512,484.432,742.56,22,6,146.95490021647566,0,True,False,57,386152.0,9,40788.0,864691135277186789,1.5719468421186773,0.06112283309756156,-7.55486468501127,-8.007179563000395,0.010722485464533483
2795,2492,59.25810894469424,0.3308456151915597,614.536,486.328,814.32,36,9,146.9100524263231,0,True,False,61,564668.0,6,28968.0,864691135277186789,1.843776935021295,0.0434099791401923,-4.860855291458987,-5.472671441283381,0.015679433027116767
