seed,h3_serial_minus_grouped__aligned__d1,h3_serial_minus_grouped__aligned__d2,h3_serial_minus_grouped__aligned__d3,h3_serial_depth__aligned,h3_grouped_depth__aligned,h3_serial_minus_grouped__rewired_tree__d1,h3_serial_minus_grouped__rewired_tree__d2,h3_serial_minus_grouped__rewired_tree__d3,h3_serial_depth__rewired_tree,h3_grouped_depth__rewired_tree,h3_serial_grouped_alignment_interaction__d3,h3_serial_grouped_depth_interaction__aligned,h3_star_minus_grouped__aligned__d3,h3_star_minus_grouped__rewired_tree__d3,h2_depth__serial_bp__aligned,h2_depth__serial_bp__rewired_tree,h2_alignment_interaction__serial_bp,h2_depth__grouped_bp__aligned,h2_depth__grouped_bp__rewired_tree,h2_alignment_interaction__grouped_bp,h2_depth__shared_local__aligned,h2_depth__shared_local__rewired_tree,h2_alignment_interaction__shared_local,h2_depth__path_local__aligned,h2_depth__path_local__rewired_tree,h2_alignment_interaction__path_local,h2_serial_minus_grouped__aligned__d1,h2_serial_minus_grouped__aligned__d2,h2_serial_minus_grouped__rewired_tree__d1,h2_serial_minus_grouped__rewired_tree__d2,h2_serial_grouped_alignment_interaction__d2
10300,,,,,,,,,,,,,,,0.31370002031326294,-0.012099981307983398,0.32580000162124634,0.00020003318786621094,-0.0006999969482421875,0.0009000301361083984,0.185200035572052,-0.016400039196014404,0.2016000747680664,0.3167000412940979,-0.019999980926513672,0.3367000222206116,0.0,0.31349998712539673,-0.0004000067710876465,-0.011799991130828857,0.3252999782562256
10301,,,,,,,,,,,,,,,0.3044999837875366,-0.017399966716766357,0.321899950504303,-0.00010001659393310547,-0.000800013542175293,0.0006999969482421875,0.2249000072479248,-0.018699944019317627,0.24359995126724243,0.3093000054359436,-0.018799960613250732,0.32809996604919434,0.0,0.3046000003814697,-0.00010001659393310547,-0.01669996976852417,0.3212999701499939
10302,,,,,,,,,,,,,,,0.29989999532699585,-0.018899977207183838,0.3187999725341797,0.0009000301361083984,-0.0015000104904174805,0.002400040626525879,0.24210000038146973,-0.019899964332580566,0.2619999647140503,0.30229997634887695,-0.024199962615966797,0.32649993896484375,0.0,0.29899996519088745,0.0,-0.017399966716766357,0.3163999319076538
10303,,,,,,,,,,,,,,,0.3077999949455261,-0.017700016498565674,0.3255000114440918,0.000299990177154541,-0.000299990177154541,0.000599980354309082,0.1736999750137329,-0.018900036811828613,0.19260001182556152,0.31349998712539673,-0.020799994468688965,0.3342999815940857,0.0,0.3075000047683716,-0.00019997358322143555,-0.01759999990463257,0.32510000467300415
10304,,,,,,,,,,,,,,,0.30729997158050537,-0.014199972152709961,0.32149994373321533,0.00010001659393310547,0.0,0.00010001659393310547,0.17739999294281006,-0.01380002498626709,0.19120001792907715,0.3187999725341797,-0.014500021934509277,0.33329999446868896,0.0,0.30719995498657227,0.0,-0.014199972152709961,0.3213999271392822
10305,,,,,,,,,,,,,,,0.31880003213882446,-0.011999964714050293,0.33079999685287476,0.00020003318786621094,0.00020003318786621094,0.0,0.23549997806549072,-0.011600017547607422,0.24709999561309814,0.3255999684333801,-0.018900036811828613,0.34450000524520874,0.0,0.31859999895095825,0.0,-0.012199997901916504,0.33079999685287476
10306,,,,,,,,,,,,,,,0.29909998178482056,-0.01750004291534424,0.3166000247001648,0.000500023365020752,-0.000500023365020752,0.001000046730041504,0.2231999635696411,-0.01699995994567871,0.24019992351531982,0.30809998512268066,-0.017799973487854004,0.32589995861053467,0.0,0.2985999584197998,0.0,-0.017000019550323486,0.3155999779701233
10307,,,,,,,,,,,,,,,0.31209999322891235,-0.015700042247772217,0.32780003547668457,0.00019997358322143555,-0.00010001659393310547,0.000299990177154541,0.24879997968673706,-0.02120000123977661,0.26999998092651367,0.3073999881744385,-0.021700024604797363,0.32910001277923584,0.0,0.3119000196456909,0.0,-0.015600025653839111,0.32750004529953003
10308,,,,,,,,,,,,,,,0.31550002098083496,-0.01569998264312744,0.3312000036239624,-0.0012999773025512695,0.001000046730041504,-0.0023000240325927734,0.1714000105857849,-0.01840001344680786,0.18980002403259277,0.3237999677658081,-0.018899977207183838,0.34269994497299194,0.0,0.31679999828338623,0.0,-0.016700029373168945,0.3335000276565552
10309,,,,,,,,,,,,,,,0.3052999973297119,-0.014399945735931396,0.3196999430656433,0.0012999773025512695,0.000599980354309082,0.0006999969482421875,0.23809999227523804,-0.01690000295639038,0.2549999952316284,0.31279999017715454,-0.02180004119873047,0.334600031375885,0.0,0.30400002002716064,-0.00020003318786621094,-0.01519995927810669,0.31919997930526733
