feedback,run_dir,seed,network_type,rule_variant,broadcast_mode,decoder_update_mode,init_policy,test_accuracy,config_sha256,result_sha256,checkpoint_sha256
ancestry_shared,reproduction_runs/journal_feedback_definition_additive_3f_mnist_15seed_20260731150354/results/config_26,53,dendritic_additive,3f,per_soma_shared,local,occupancy_quantile,0.9732999801635742,dcb4e029116cce86cd4be8cc462f74a1c4130ce5e84dd7025eb28db6c723dc74,b4ac1d29735a4ec4ac9b26288f1c82e40c486dd44a0f2eecb30ce8938b49296e,ae103b3308197d2a7d8435f92ed8b17417abf54ae606b44808ab4814e72bdcd1
ancestry_shared,reproduction_runs/journal_feedback_definition_additive_3f_mnist_15seed_20260731150354/results/config_27,54,dendritic_additive,3f,per_soma_shared,local,occupancy_quantile,0.9727999567985535,3ab64d07076f006b66e81ff848d489cae41cde5f8beb4072e0efe247f4b31b50,cd7e70fd3b40cfe1cc7974349b8fb666645b64e029d09545823955030178a920,3a8fd42465b5a7c030a804950797e191cfc4e2bd05c0017af81737008fab3f99
ancestry_shared,reproduction_runs/journal_feedback_definition_additive_3f_mnist_15seed_20260731150354/results/config_28,55,dendritic_additive,3f,per_soma_shared,local,occupancy_quantile,0.9723999500274658,4c04398473736796575649032c223b46193a2d1e716d54e05009b3ed12efa82b,45bf25bfa792626c4253213178162e4a1e20d1dbb738173c70444cd164c20492,11a2403fa77812c0f840b8e4bc3b5dca2732b1e7a2638a2d2bf07fcef56f23ec
ancestry_shared,reproduction_runs/journal_feedback_definition_additive_3f_mnist_15seed_20260731150354/results/config_29,56,dendritic_additive,3f,per_soma_shared,local,occupancy_quantile,0.9714999794960022,9d8e8753090a2bbea240d94749d3ddfd84d298f59df91a055e21318d7f57f2ff,a4d0b127c3b5269b55078446cfa0d185f46929e64e51863bce7f00060f3093a6,c2dabde3ff8c85b21a9d90daa79ccd94e9747f6dcddf1e524f08829657991b9a
scalar_fallback,reproduction_runs/journal_feedback_definition_additive_3f_mnist_15seed_20260731150354/results/config_0,42,dendritic_additive,3f,per_soma,local,occupancy_quantile,0.9205999970436096,ea372504657fae3ad7f85b99ee9f4a2996842559bdb7cf53f0788b45a63279df,445ba896f76c7f291c0f20e638da0e65a290b9641e14397239288181ad48db09,7650f5ce60e4a4cb9fbba1ed42b3dbaa9a6f6e3b78869150ca507ddad860ee96
scalar_fallback,reproduction_runs/journal_feedback_definition_additive_3f_mnist_15seed_20260731150354/results/config_1,43,dendritic_additive,3f,per_soma,local,occupancy_quantile,0.9220999479293823,7f3b34314c6ab3c6ddf1bc96481e08acfd31aa22ef4b07523113ce3f0803c3a7,7e15c0fd8d0eb123b3125d318fffee42e2d30dd184ed5b6f02b02a8750d2684b,76e2dd26ecbe90099ab84c131f2d5eb8bf666ea1e6addb48643a3dbf8db07f11
scalar_fallback,reproduction_runs/journal_feedback_definition_additive_3f_mnist_15seed_20260731150354/results/config_2,44,dendritic_additive,3f,per_soma,local,occupancy_quantile,0.9072999954223633,3218f02cb8f56d7834712689e1e01e47a3a50a01e9de3b1a92ef23709d564470,2aa95acad0455b1d673c8c145059e035bc46259ef09096a5b29afc94ebe5ac40,45ffa6f9dee1fd0581293d34ed05835558e50cff1d6c25cd3c501776cdeab193
scalar_fallback,reproduction_runs/journal_feedback_definition_additive_3f_mnist_15seed_20260731150354/results/config_3,45,dendritic_additive,3f,per_soma,local,occupancy_quantile,0.9217000007629395,75906c5f995a37dabe29fdfeaab472a5d6d5d01c820657aa7b95974f773b0c6c,6d65a727bea09af0c2250329d0bf774dccebd6ba530ed3f5ad14800e84792b6b,ffd5cbca28ecbcee987693d34af98720b13c7d5db7a6cbeba034b28385beba2f
scalar_fallback,reproduction_runs/journal_feedback_definition_additive_3f_mnist_15seed_20260731150354/results/config_4,46,dendritic_additive,3f,per_soma,local,occupancy_quantile,0.9121999740600586,6c97087954098e8c2f72811c9f1d0f477e241daa230d35ae3138e0dfa5ceb1fb,a21508bd0864d59d65453f672a88d8de1a60fc7a29c8c9c9a786408a13c36ea9,831dae25495484419389114bfa23c97ef242f48bc205655fa070b93acbca5fb0
scalar_fallback,reproduction_runs/journal_feedback_definition_additive_3f_mnist_15seed_20260731150354/results/config_5,47,dendritic_additive,3f,per_soma,local,occupancy_quantile,0.9187999963760376,b1e22be9ae14d59ca7f87d9d5ff9f06c722baccc8e627bc5499765315e086575,84991e391e7688b88aeee958c190bf6ad12aa5375b2b6826600c5e2604bf10f6,a8994bc77e739274ddfdbd06d0ba7aae4ec514c3953fc559920841bb563d08d6
scalar_fallback,reproduction_runs/journal_feedback_definition_additive_3f_mnist_15seed_20260731150354/results/config_6,48,dendritic_additive,3f,per_soma,local,occupancy_quantile,0.9240999817848206,25feeede53a5c0d1b33545b1c67ad0801329807271b86db91d4165a1f3e4b832,4bcbe67b14a5608d2884dbff7a57a42e176dbf46307428439992f4f0ff5a41c2,b14f24713da8fb4c1191a03cde9efde71557807dea912188e72ec2942ffe5a92
scalar_fallback,reproduction_runs/journal_feedback_definition_additive_3f_mnist_15seed_20260731150354/results/config_7,49,dendritic_additive,3f,per_soma,local,occupancy_quantile,0.930899977684021,cf86d24005ed589bb070fa71f908bd3f7a2217d0aa431be9dda2a6001df62419,0e93cbbf25dcf86c2b3013c7766f9856b00ced79feda8c348e7a4dc7706bd831,89691bc6c7f6c027f12a63c2c1288bc80d644a7fc0479ae9c0b2acc611e7333f
scalar_fallback,reproduction_runs/journal_feedback_definition_additive_3f_mnist_15seed_20260731150354/results/config_8,50,dendritic_additive,3f,per_soma,local,occupancy_quantile,0.9037999510765076,603a8835d0a79a70922fc0c7e5c415f28e544f2dc54b5e1aaed5f33033ff5136,1b5959f998547ba57caf42056f67f95dcbfca82582465e9499debb8abe9c770a,91abe6ec98ace94d76546dfdb858c2eb1d78411fc92e8a8fa9fec10d0fbe2dc7
scalar_fallback,reproduction_runs/journal_feedback_definition_additive_3f_mnist_15seed_20260731150354/results/config_9,51,dendritic_additive,3f,per_soma,local,occupancy_quantile,0.9061999917030334,13e94d692ffa37a0e7d57940f5510d5dfedb4fbc22c7f222d9b453dc096c0795,8fcea5468ceae74e2846ec9a0495aa0ba78914864c1775beacb7be570e0a1813,f1d1bedac32b65496d4ab95f3c992525d37dbf4488bc52c8d9daea038d4b9518
scalar_fallback,reproduction_runs/journal_feedback_definition_additive_3f_mnist_15seed_20260731150354/results/config_10,52,dendritic_additive,3f,per_soma,local,occupancy_quantile,0.9109999537467957,5c1ab3a81f1492e02dadf6f179b952954009725ed9d2e902fb948b5a7bdfca69,41b04f3d011bd9e99e1fe164e82e525fa4468b3916303207c269a7910c22fc46,39b8a161fe6510aaa51a016584695448a62cb90b1938e7e04d274750971b3782
scalar_fallback,reproduction_runs/journal_feedback_definition_additive_3f_mnist_15seed_20260731150354/results/config_11,53,dendritic_additive,3f,per_soma,local,occupancy_quantile,0.9253000020980835,49dc1955e1db16ad26ae119807fe80996c85921acaf21bc0d3f14652f91907e7,2bd2e58fce44ec68b07ec3f2e086375c9697404b4855a238010e3e2dd25482ef,d330232ee33697006b7200056047988832dbf0303f81bac8e56f3a12af145430
scalar_fallback,reproduction_runs/journal_feedback_definition_additive_3f_mnist_15seed_20260731150354/results/config_12,54,dendritic_additive,3f,per_soma,local,occupancy_quantile,0.9230999946594238,470140773af789a9ee58406400adac855596de108f4c74ea4cf7e29c3b8d148d,12a3e8a63b6b12647c66b3e82beed55cba2bde4da7dff88ca626be755927cab0,b69518b5cb11f194312af43bfb1b82ef51e059b971630c06bf4c4228c931c26e
scalar_fallback,reproduction_runs/journal_feedback_definition_additive_3f_mnist_15seed_20260731150354/results/config_13,55,dendritic_additive,3f,per_soma,local,occupancy_quantile,0.9182999730110168,43a8be26a12f6ffd99bcc2f24bb60d41dd872964daf9fdf081b58bcc8bf844bc,c69b55f4e66e1cec7a3c93e7cbb01991557754bc1d9494828d668b49306f8725,0fa0998c4a1f15904bf5f3c38465d9518642bfb71322a13ef7a6e487658c86d3
scalar_fallback,reproduction_runs/journal_feedback_definition_additive_3f_mnist_15seed_20260731150354/results/config_14,56,dendritic_additive,3f,per_soma,local,occupancy_quantile,0.918999969959259,1a397678067303691f176a504850ab66a3bbeaa0674ec57296a8706f6c2596fd,d0e224963a0ef529558796efb069807273b5d37971bab77134846652568e2a47,61fa4d3a4a7388ff242720381f6b58bb84702ce20cfbe3b0cb49c179c489b753
ancestry_shared,reproduction_runs/journal_feedback_definition_shunting_3f_mnist_15seed_20260731150354/results/config_15,42,dendritic_shunting,3f,per_soma_shared,local,analytical,0.9722999930381775,b80eee74f16ce8796c5891bb512a0d98756b780b016b750972b9835bb87f0fe9,2fafbbfbbcc782f4da9c7f209f5f8cb476bf913e122b1b61765130fe15a0054c,2c98d824c2c754d803847bae7b7ad0805e4e507921a7363372d5fa3b94fb7f12
ancestry_shared,reproduction_runs/journal_feedback_definition_shunting_3f_mnist_15seed_20260731150354/results/config_16,43,dendritic_shunting,3f,per_soma_shared,local,analytical,0.9700999855995178,26f3c520d94c0390945c9a967022542a32757daa80e61f3b5aed2df1abd608ce,de5093a9256b2440406278847a80bf255e26f7c722e296f901cc4ce42e062ce0,a56a402abcf9953ceaa22374d5cc150a7696246d0e42cedd673fdfafd5f69d49
ancestry_shared,reproduction_runs/journal_feedback_definition_shunting_3f_mnist_15seed_20260731150354/results/config_17,44,dendritic_shunting,3f,per_soma_shared,local,analytical,0.9714999794960022,7bc14b73e28b5c0f5f7586323bbe3bf24cc6174a46d6cdc4a12b7728c43bb1d6,a729c0fd3bdb10e6aed305d828c663bd4c1a07649e366c298ca3335b9a449f05,bae1af7169cd928b41c46f0996b2f14de0636fdc7f622f26427944d9d44b5f39
ancestry_shared,reproduction_runs/journal_feedback_definition_shunting_3f_mnist_15seed_20260731150354/results/config_18,45,dendritic_shunting,3f,per_soma_shared,local,analytical,0.9729999899864197,797d5d0a336651470ecca9f5d426a0d8ed9cf4984387faf5fa9ea937e9bfc21f,bb0f4f7461bfef434aff3d5ef8857035cc7188ccfc2bf07c7a3dd67e106e8960,a1f4a9fb81d4b45d35b39b6d5727473918b50f4d244e7f665b524fcef2f343cf
ancestry_shared,reproduction_runs/journal_feedback_definition_shunting_3f_mnist_15seed_20260731150354/results/config_19,46,dendritic_shunting,3f,per_soma_shared,local,analytical,0.9692999720573425,70041c8dc26b00b908d44be8493538ec223966b7f09994876851346031e8447d,1e10401047ad0905c3cdf1e5aa6ac3886bded5bf3cf9f3dab3f09373dd18530e,c85a7048a04dcab98af8496e3b2413f95d50030b6788039cf2879ad4ccfed1a7
ancestry_shared,reproduction_runs/journal_feedback_definition_shunting_3f_mnist_15seed_20260731150354/results/config_20,47,dendritic_shunting,3f,per_soma_shared,local,analytical,0.9723999500274658,db861d6c10742c9ae5914159b92c7108288601c3a3e4164edaa865313fa1e3cf,cf80543b8641cccd1a61f2643a0af7311a6fb6af656b9babb76ad0ce1d5c7f7a,f2e4dd0c77abddeb45a234d78443a52460a1eedc6a9a4497fa25624a36449695
ancestry_shared,reproduction_runs/journal_feedback_definition_shunting_3f_mnist_15seed_20260731150354/results/config_21,48,dendritic_shunting,3f,per_soma_shared,local,analytical,0.9720999598503113,079d25772ea41a6e500f955fb91141973f894df447cf92700676b8307803cde5,24b92fe1b2e8dbfc056e4db94edff8531f8a6613c61bcc10d46bae9aaec8e212,48f55c866b9e06d4ed814a3262994e5b93f05959c7b5a1d5401e856d22a4858e
ancestry_shared,reproduction_runs/journal_feedback_definition_shunting_3f_mnist_15seed_20260731150354/results/config_22,49,dendritic_shunting,3f,per_soma_shared,local,analytical,0.972000002861023,6c7f6bebf757ed4b8d769f7dc48bacf6cf2200d4c1f5177f764674b337636298,75e1d93b7c945a04559a1c6459fd4c50793077c8dc3a76824d0240516946bce5,3bd91eb5ab849b6206a6a8568723c26107c189b15e39d039447423c41fc68c46
ancestry_shared,reproduction_runs/journal_feedback_definition_shunting_3f_mnist_15seed_20260731150354/results/config_23,50,dendritic_shunting,3f,per_soma_shared,local,analytical,0.9703999757766724,d13eda39a8a0e1cbfd3d074dd0efc70c5aaa494712ef8ec4f9299fd7fb9edead,e78f467df1b625d465b2be93d08c6962613bcda4699c6e063feb890f0e86cb54,4042ea5111e8e82629a06fb1ace44a6f06a501a14448e52a0b22c3b871cd3aa1
ancestry_shared,reproduction_runs/journal_feedback_definition_shunting_3f_mnist_15seed_20260731150354/results/config_24,51,dendritic_shunting,3f,per_soma_shared,local,analytical,0.9727999567985535,f2ffbe439facb5e2d84addd0d5a7dad2e6abb5abd11af5dc4ec37ced576e14fe,3d474030ad87bf1ea1be7b64eb89428474a5513b62420b106965f5bd16ea21b7,faeda6d72f13653d91596582b702fd3a405cc006962558f5253f6fc375703536
ancestry_shared,reproduction_runs/journal_feedback_definition_shunting_3f_mnist_15seed_20260731150354/results/config_25,52,dendritic_shunting,3f,per_soma_shared,local,analytical,0.9711999893188477,2386e44145239f094c0174074a8813ed4a8921e2d5b32cd53a422102b3864043,2c39f2913e5ded1f46193c6f2c07eab506605aa43781c564447b33c678a99f92,9f9480911dad6c63cb9faae88d5baeb5852e6697167e5a008f5fe0758e7f8e84
ancestry_shared,reproduction_runs/journal_feedback_definition_shunting_3f_mnist_15seed_20260731150354/results/config_26,53,dendritic_shunting,3f,per_soma_shared,local,analytical,0.9718999862670898,699b53333fc3ec6c70786634b4a35be3cd4406c4f53a0c058e1c16ea0d8cffef,dcc6c2e80c9a48dfe93c0f7fa6666dd012e0808a6e63e022abeaa1ddd7c96e6b,901f214156c0e23d4804da9bf1ef6fe92dc3182c124b3fc83319557493895434
ancestry_shared,reproduction_runs/journal_feedback_definition_shunting_3f_mnist_15seed_20260731150354/results/config_27,54,dendritic_shunting,3f,per_soma_shared,local,analytical,0.9702000021934509,1632459510aea0ab2e0bd4f5e857ed60227369d8c0ced54a92d6057932f9070e,b9663b739b6a46c76060904eb95a2499e0f29d4b0510d400d0a0745e40cb6413,596099adeb7526ce92219e1983af29da60ec1a357d28a559dae2439bb8c18d36
ancestry_shared,reproduction_runs/journal_feedback_definition_shunting_3f_mnist_15seed_20260731150354/results/config_28,55,dendritic_shunting,3f,per_soma_shared,local,analytical,0.9723999500274658,631f68c8675ba97fa7d0f7b9a2b665879a20b75ecbd8ee20e05af9dd3a203d2b,fb6613cd7890b193ece210ce6cf0e2977dccfc6260ae09aa8ad81bd65f4e4c59,73b8ed9501ab9c36266d6ed6491cdd4e58e439957f30ee561113793afb6ae9f0
ancestry_shared,reproduction_runs/journal_feedback_definition_shunting_3f_mnist_15seed_20260731150354/results/config_29,56,dendritic_shunting,3f,per_soma_shared,local,analytical,0.9722999930381775,3bfb571f887bdcbea2524b6060e3c6c1bd2210e54e88ff8f36640fb7d493d82e,9428cff8cec8833950a78c023c085d236817c5a2214b7e3f49824f68e673ca9b,b07429bee350745fe35674877682c820d2aa70ae63ba35c1ab0dd3299807a77f
scalar_fallback,reproduction_runs/journal_feedback_definition_shunting_3f_mnist_15seed_20260731150354/results/config_0,42,dendritic_shunting,3f,per_soma,local,analytical,0.8966999650001526,92ab725552594570abf258477a2362005adeb4c4a994aa0bb938e88ddcdb52b9,f696a815bd2c39dc8a029be6f716bd8c7d360c0694f9459e1da8eadf435bfddc,ee013cb8bfc798b04111bc19678cc2976333108d3af2c760764cbb37ad811336
scalar_fallback,reproduction_runs/journal_feedback_definition_shunting_3f_mnist_15seed_20260731150354/results/config_1,43,dendritic_shunting,3f,per_soma,local,analytical,0.9086999893188477,80f6bc583983eb8aff0802258869a076e1f99107f3ba8665525a11d8afd00534,d808f0c39d59e38063ee465cbb8a53bc473a7c5d3080e18d59f5299abe2e8912,f58a3a016463426cb8d8bad75e45f3a800a97547bed89af49f6a8b357c932ee6
scalar_fallback,reproduction_runs/journal_feedback_definition_shunting_3f_mnist_15seed_20260731150354/results/config_2,44,dendritic_shunting,3f,per_soma,local,analytical,0.9057999849319458,4b3df87772b6dbf66d054ab9a68bcbc0ee686a5ea9eb8b49ec3063ffa508dcc2,b9f5cc069d6826fad64f3e8ae72e50dae5651134d23ca1ae37e110076268c088,29c0017d8009ae2697afe465bd33dc54b48592bfb65e7e3ef14e24f518b6da94
scalar_fallback,reproduction_runs/journal_feedback_definition_shunting_3f_mnist_15seed_20260731150354/results/config_3,45,dendritic_shunting,3f,per_soma,local,analytical,0.9097999930381775,df8af17db98eea860415737b6de4355af5c9d08cb3690c9af9396fcdfd4c756e,3a3b9e7565bf4bdd1a725af72b8a2b88b8596a1965fde9126e61ce4e45275cd4,1cb1ab112d0de6dd73f42779d4c314aebb1dc499118ba19fb440cf343603bc23
scalar_fallback,reproduction_runs/journal_feedback_definition_shunting_3f_mnist_15seed_20260731150354/results/config_4,46,dendritic_shunting,3f,per_soma,local,analytical,0.9172999858856201,32fe736ea6469f99a1ce1272818abc84fbde912188119fbe82656297618f84c9,8563a3381a62fb0bc0252c3ed619a292943bde5da969340142e55bdca67130bb,059d393a8efcb1dc41022c7ce2565f440274b448578a2cf88398bb8e0d54722b
scalar_fallback,reproduction_runs/journal_feedback_definition_shunting_3f_mnist_15seed_20260731150354/results/config_5,47,dendritic_shunting,3f,per_soma,local,analytical,0.9055999517440796,7ab45bba01645b315c99fb83014a0ab6746d4cab6ff9e7a97c1ef0eddb94ed22,163d539398589086884ececa29b9f1a7601db267f18bd5227b51b0e890807c99,530af44ada4036c554081bd70d363183949aed1fe30e7ebd48223fd1453c5e35
scalar_fallback,reproduction_runs/journal_feedback_definition_shunting_3f_mnist_15seed_20260731150354/results/config_6,48,dendritic_shunting,3f,per_soma,local,analytical,0.9116999506950378,629525631bf9b81c6f3bfac9fd397acb3f1e2c3d125dbc56580871711d00ec58,cd98d254180a20a8ab94a482c61c81490e727aa12b35c7d07341e1f412f584d5,c532acb63deb9b27b5b1210c5facb3adcd3c4bb5c430a09819b71dbcbdf4c7a8
scalar_fallback,reproduction_runs/journal_feedback_definition_shunting_3f_mnist_15seed_20260731150354/results/config_7,49,dendritic_shunting,3f,per_soma,local,analytical,0.9002999663352966,99f8bf8d71a65a6eb2824c29642ddd7fd9a925fb1364f3192f506e6b017952fa,428c8f5f040a6085dc695ba58775010bebc21c2321375e8095de232305bcfa6b,ca84c632c9dd1b25fc1fa2834d5d9c4e26ca1dbaa8ba980752d8ab82a8e526da
scalar_fallback,reproduction_runs/journal_feedback_definition_shunting_3f_mnist_15seed_20260731150354/results/config_8,50,dendritic_shunting,3f,per_soma,local,analytical,0.9048999547958374,df3cbd851f56d234cfb3dbfa365affe4c58a66ea365db9c83f22764e457afec9,582bb5b17285a45070e7fd8116cf68fa29107b32a2e617648eb0d186b806a438,c06eb2ee5813dd60d94b30cb326c36f46af5db5d498197ad9e7690651b567552
scalar_fallback,reproduction_runs/journal_feedback_definition_shunting_3f_mnist_15seed_20260731150354/results/config_9,51,dendritic_shunting,3f,per_soma,local,analytical,0.9027000069618225,9c84a559c15a47a2d3615a6d1cc158a3883dcef683d33bf49e1dc623e388cbf9,3720e0809c3c964e2add0fad8c4fdd84eb5b6bd78dd0ed226ed6c42d3d05b2f2,13bac00f74a479cba10d6c13e24c40dfa0f81bd7197fb3899db92d0d87d6bd6c
scalar_fallback,reproduction_runs/journal_feedback_definition_shunting_3f_mnist_15seed_20260731150354/results/config_10,52,dendritic_shunting,3f,per_soma,local,analytical,0.9059000015258789,ecd9d9178ed432a87507858e0a7f2309a095691d320bc9d366000f5a6e02aa81,2b4226a33176884bdfed45d2d0236b62b02f62fbadebe295a12948adb3070b30,dbdb200fe6738edca0adc48f8527114d614995b031c996573a4978d96fa249f1
scalar_fallback,reproduction_runs/journal_feedback_definition_shunting_3f_mnist_15seed_20260731150354/results/config_11,53,dendritic_shunting,3f,per_soma,local,analytical,0.9085999727249146,868aed1486e122787ec4dbc7890c2d036a1794899b82b609aa93d311abd906b6,f74247d5aa5317b72f6b729e9dea2547ce617b9a4168ac27600bb9cbd154235d,a24e125b5bea4d1d7b22df2c86c26ca51dafaa4b964a9cc75fe82b5eba9e7610
scalar_fallback,reproduction_runs/journal_feedback_definition_shunting_3f_mnist_15seed_20260731150354/results/config_12,54,dendritic_shunting,3f,per_soma,local,analytical,0.8984999656677246,85e16c2c10cc0e0f76cfe03bdebfe48d5ac733e872238dc0b898280557a77895,2e9f3a23f7875143df7bc618d428801f63aca94402233bf7a0f9026a215fe7f2,43a7aed0f84f43bdfeb59f945f3f1144fe356353d689b1438d5d28d639296b44
scalar_fallback,reproduction_runs/journal_feedback_definition_shunting_3f_mnist_15seed_20260731150354/results/config_13,55,dendritic_shunting,3f,per_soma,local,analytical,0.9004999995231628,337fbc0ad02919260842c6dda6d8e5f04f7cec41ec75a81ce61840ba50fd4e4f,f12b83c938922de608164f3db3c67950ca6548670fb27d1db85b90a50e37fbb0,1071488dc0e25654cae18fce31143fa0f06b44cc4d28da2326f432aec2c94e5b
scalar_fallback,reproduction_runs/journal_feedback_definition_shunting_3f_mnist_15seed_20260731150354/results/config_14,56,dendritic_shunting,3f,per_soma,local,analytical,0.9036999940872192,41c47994fe1b29c81c4948e136a9066c06390dd25d8a85bd8c255308e3df0f23,75f1821d300f027473ae1ebd800f51a4af8898d1bf1b80272654927b972f03a5,2d7a54a355c59d301e5c593bced5c0fc0df8af0f4643a5f657b665abeba150de
